Policy1,Policy2,No_Kids,Age_kids,Age,Maratial_status,Gender,Income,Education,Smoking.and.alcohol,Weight,Height,Term,sumAssured
4,3,0,0,15,0,0,0,0,1,97,177,36,100000
4,2,0,0,17,0,1,0,0,0,50,160,52,100000
4,2,0,0,13,0,0,0,0,1,66,161,64,100000
4,3,0,0,15,0,0,0,0,1,69,156,22,100000
4,2,0,0,14,0,1,0,0,1,110,165,19,100000
4,3,0,0,16,0,0,0,0,0,64,184,54,100000
4,3,0,0,15,0,1,0,0,1,80,164,27,100000
4,3,0,0,15,0,1,0,0,0,69,172,58,100000
4,3,0,0,17,0,1,0,0,1,71,173,55,100000
4,3,0,0,17,0,0,0,0,1,88,157,41,100000
4,3,0,0,13,0,1,0,0,0,68,155,63,100000
4,3,0,0,15,0,1,0,0,1,110,189,25,100000
4,3,0,0,17,0,0,0,0,0,91,188,20,100000
4,2,0,0,17,0,0,0,0,1,87,163,58,100000
4,3,0,0,15,0,1,0,0,0,100,173,45,100000
4,3,0,0,17,0,1,0,0,1,98,158,18,100000
4,3,0,0,17,0,0,0,0,1,95,174,33,100000
4,3,0,0,16,0,0,0,0,1,106,165,40,100000
4,3,0,0,16,0,0,0,0,0,99,156,51,100000
4,3,0,0,16,0,1,0,0,0,85,159,23,100000
4,3,0,0,17,0,1,0,0,1,99,157,16,100000
4,3,0,0,17,0,0,0,0,1,49,183,56,100000
4,1,0,0,14,0,1,0,0,0,76,155,26,100000
4,3,0,0,14,0,0,0,0,0,62,182,36,100000
4,3,0,0,16,0,1,0,0,0,46,175,61,100000
4,3,0,0,14,0,0,0,0,1,109,163,60,100000
4,3,0,0,13,0,0,0,0,1,57,177,61,100000
4,3,0,0,13,0,0,0,0,0,76,185,34,100000
4,3,0,0,15,0,0,0,0,0,73,163,35,100000
4,3,0,0,13,0,0,0,0,1,75,153,30,100000
4,2,0,0,14,0,1,0,0,1,109,169,56,100000
4,3,0,0,16,0,0,0,0,0,103,187,55,100000
4,3,0,0,16,0,0,0,0,1,61,169,30,100000
4,3,0,0,15,0,0,0,0,1,106,174,28,100000
4,2,0,0,14,0,0,0,0,1,46,169,27,100000
4,1,0,0,15,0,0,0,0,1,74,175,30,100000
4,3,0,0,17,0,1,0,0,0,49,169,49,100000
4,3,0,0,15,0,0,0,0,1,65,186,41,100000
4,3,0,0,14,0,0,0,0,0,70,171,47,100000
4,2,0,0,13,0,0,0,0,1,54,173,35,100000
4,2,0,0,17,0,0,0,0,0,49,172,62,100000
4,3,0,0,16,0,0,0,0,0,105,183,28,100000
4,3,0,0,13,0,0,0,0,1,84,167,34,100000
4,3,0,0,13,0,1,0,0,1,71,178,45,100000
4,3,0,0,13,0,0,0,0,1,93,181,69,100000
4,3,0,0,13,0,1,0,0,0,67,181,36,100000
4,1,0,0,16,0,1,0,0,1,83,165,61,100000
4,1,0,0,17,0,1,0,0,1,58,152,24,100000
4,3,0,0,14,0,0,0,0,0,85,157,37,100000
4,2,0,0,13,0,1,0,0,0,90,183,49,100000
4,1,0,0,13,0,0,0,0,1,90,183,69,100000
4,3,0,0,14,0,1,0,0,1,67,168,48,100000
4,2,0,0,14,0,0,0,0,0,57,165,44,100000
4,2,0,0,15,0,0,0,0,0,100,167,34,100000
4,3,0,0,13,0,0,0,0,1,91,173,67,100000
4,2,0,0,14,0,1,0,0,0,101,171,56,100000
4,3,0,0,16,0,1,0,0,1,91,172,49,100000
4,2,0,0,13,0,0,0,0,1,89,172,70,100000
4,3,0,0,13,0,0,0,0,1,105,173,40,100000
4,3,0,0,13,0,1,0,0,1,108,153,32,100000
4,2,0,0,13,0,0,0,0,1,110,171,31,100000
4,3,0,0,17,0,0,0,0,1,105,171,39,100000
4,3,0,0,15,0,1,0,0,0,80,161,66,100000
4,3,0,0,16,0,1,0,0,1,87,157,46,100000
4,1,0,0,16,0,1,0,0,0,92,152,45,100000
4,3,0,0,17,0,1,0,0,1,70,165,62,100000
4,2,0,0,13,0,0,0,0,1,99,175,52,100000
4,3,0,0,15,0,0,0,0,0,98,168,55,100000
4,3,0,0,13,0,1,0,0,0,73,169,46,100000
4,3,0,0,13,0,1,0,0,0,95,165,68,100000
4,3,0,0,16,0,0,0,0,0,88,154,32,100000
4,1,0,0,14,0,0,0,0,0,73,152,66,100000
4,1,0,0,16,0,0,0,0,0,86,170,39,100000
4,2,0,0,17,0,1,0,0,0,95,160,32,100000
4,3,0,0,13,0,0,0,0,0,89,175,21,100000
4,2,0,0,16,0,0,0,0,1,54,156,30,100000
4,3,0,0,17,0,0,0,0,0,57,168,57,100000
4,1,0,0,14,0,1,0,0,0,59,152,54,100000
4,3,0,0,16,0,1,0,0,1,84,158,30,100000
4,3,0,0,14,0,0,0,0,1,106,168,38,100000
4,3,0,0,14,0,1,0,0,1,71,175,51,100000
4,3,0,0,16,0,0,0,0,0,96,175,16,100000
4,1,0,0,16,0,1,0,0,0,66,156,51,100000
4,3,0,0,17,0,1,0,0,0,109,167,29,100000
4,3,0,0,15,0,1,0,0,0,64,159,31,100000
4,1,0,0,13,0,1,0,0,0,104,182,42,100000
4,3,0,0,17,0,0,0,0,0,65,173,26,100000
4,3,0,0,13,0,1,0,0,0,65,166,31,100000
4,2,0,0,14,0,0,0,0,1,104,189,69,100000
4,1,0,0,15,0,1,0,0,0,56,170,20,100000
4,1,0,0,15,0,1,0,0,1,96,157,34,100000
4,3,0,0,14,0,0,0,0,1,77,168,70,100000
4,3,0,0,16,0,0,0,0,0,71,165,65,100000
4,3,0,0,17,0,0,0,0,0,77,186,30,100000
4,2,0,0,14,0,1,0,0,0,71,157,35,100000
4,3,0,0,17,0,0,0,0,1,46,188,36,100000
4,2,0,0,15,0,0,0,0,0,49,167,49,100000
4,3,0,0,16,0,1,0,0,1,108,165,54,100000
4,3,0,0,17,0,1,0,0,1,69,188,31,100000
4,3,0,0,17,0,0,0,0,1,52,166,24,100000
4,3,0,0,13,0,0,0,0,0,89,156,52,100000
4,3,0,0,17,0,0,0,0,1,108,171,33,100000
4,3,0,0,17,0,0,0,0,1,96,154,56,100000
4,3,0,0,14,0,1,0,0,0,57,159,61,100000
4,3,0,0,14,0,0,0,0,0,74,164,34,100000
4,3,0,0,16,0,1,0,0,1,58,182,61,100000
4,3,0,0,16,0,1,0,0,0,62,171,66,100000
4,3,0,0,14,0,1,0,0,0,68,155,27,100000
4,3,0,0,16,0,0,0,0,0,102,179,21,100000
4,3,0,0,13,0,1,0,0,1,72,173,40,100000
4,2,0,0,15,0,1,0,0,1,80,178,27,100000
4,3,0,0,14,0,0,0,0,1,59,169,53,100000
4,3,0,0,15,0,0,0,0,0,106,171,15,100000
4,3,0,0,13,0,1,0,0,0,100,179,55,100000
4,3,0,0,16,0,0,0,0,0,97,181,52,100000
4,1,0,0,16,0,0,0,0,0,87,183,20,100000
4,2,0,0,16,0,1,0,0,0,75,184,24,100000
4,3,0,0,13,0,1,0,0,1,109,174,30,100000
4,3,0,0,17,0,0,0,0,0,54,190,21,100000
4,3,0,0,17,0,1,0,0,0,85,150,50,100000
4,1,0,0,15,0,1,0,0,0,51,167,34,100000
4,3,0,0,14,0,1,0,0,1,91,153,30,100000
4,1,0,0,14,0,1,0,0,0,69,169,26,100000
4,3,0,0,13,0,0,0,0,1,86,176,40,100000
4,3,0,0,16,0,1,0,0,1,93,150,30,100000
4,2,0,0,15,0,0,0,0,1,54,158,30,100000
4,1,0,0,13,0,0,0,0,1,99,172,57,100000
4,3,0,0,15,0,0,0,0,1,61,178,39,100000
4,3,0,0,13,0,0,0,0,0,50,175,22,100000
4,3,0,0,15,0,0,0,0,0,82,188,47,100000
4,3,0,0,15,0,1,0,0,1,91,179,20,100000
4,3,0,0,14,0,0,0,0,0,110,163,39,100000
4,2,0,0,13,0,1,0,0,1,106,189,44,100000
4,3,0,0,13,0,0,0,0,1,63,184,65,100000
4,2,0,0,14,0,0,0,0,0,72,155,59,100000
4,3,0,0,15,0,0,0,0,0,45,163,62,100000
4,3,0,0,17,0,0,0,0,1,100,162,54,100000
4,3,0,0,13,0,1,0,0,1,55,178,42,100000
4,3,0,0,13,0,0,0,0,1,56,155,26,100000
4,3,0,0,15,0,0,0,0,0,84,182,28,100000
4,3,0,0,16,0,1,0,0,0,85,159,44,100000
4,3,0,0,14,0,0,0,0,1,47,157,63,100000
4,2,0,0,16,0,0,0,0,1,99,169,50,100000
4,2,0,0,15,0,1,0,0,1,61,154,21,100000
4,3,0,0,13,0,0,0,0,1,86,152,55,100000
4,2,0,0,14,0,0,0,0,0,53,158,33,100000
4,3,0,0,13,0,0,0,0,1,85,150,61,100000
4,3,0,0,16,0,1,0,0,0,93,171,18,100000
4,3,0,0,14,0,0,0,0,0,104,159,20,100000
4,3,0,0,16,0,1,0,0,0,89,179,24,100000
4,3,0,0,17,0,0,0,0,1,89,167,70,100000
4,3,0,0,13,0,1,0,0,0,63,150,60,100000
4,3,0,0,16,0,1,0,0,0,60,175,47,100000
4,1,0,0,14,0,1,0,0,0,70,160,49,100000
4,3,0,0,14,0,1,0,0,1,104,190,68,100000
4,3,0,0,16,0,0,0,0,1,56,167,34,100000
4,1,0,0,16,0,0,0,0,0,87,153,24,100000
4,3,0,0,15,0,0,0,0,0,51,159,18,100000
4,3,0,0,13,0,0,0,0,0,58,153,53,100000
4,3,0,0,15,0,0,0,0,0,93,153,39,100000
4,3,0,0,20,0,1,1,1,1,97,152,70,600000
4,3,0,0,20,0,0,1,1,1,108,174,69,600000
4,3,0,0,19,0,1,1,2,1,67,182,28,300000
4,2,0,0,20,0,0,1,1,1,95,163,67,600000
4,2,0,0,20,0,0,1,1,1,64,153,27,300000
4,3,0,0,19,0,0,1,2,0,87,178,70,600000
4,1,0,0,18,0,0,1,1,1,109,150,45,400000
4,3,0,0,20,0,1,1,2,0,83,159,19,200000
4,1,0,0,20,0,0,1,2,1,79,164,67,600000
4,3,0,0,20,0,0,1,1,0,85,164,47,400000
4,3,0,0,20,0,0,1,2,0,100,185,28,300000
4,3,0,0,19,0,0,1,1,0,69,154,28,300000
4,3,0,0,18,0,0,1,2,1,78,164,55,500000
4,1,0,0,20,0,0,1,2,0,86,189,55,500000
4,3,0,0,20,0,0,1,2,0,64,158,50,500000
4,1,0,0,20,0,1,1,1,0,75,150,33,300000
4,3,0,0,18,0,0,1,1,0,90,158,18,200000
4,3,0,0,20,0,0,1,1,0,99,166,61,600000
4,3,0,0,19,0,1,1,1,0,50,174,36,300000
4,3,0,0,20,0,0,1,1,0,107,187,30,300000
4,1,0,0,18,0,1,1,2,0,82,180,23,200000
4,3,0,0,18,0,1,1,1,1,90,161,64,600000
4,2,0,0,20,0,1,1,1,0,60,188,29,300000
4,1,0,0,19,0,0,1,1,0,101,159,42,400000
4,3,0,0,19,0,1,1,1,0,96,177,16,200000
4,3,0,0,18,0,1,1,1,0,83,150,68,600000
4,3,0,0,20,0,0,1,2,1,63,171,44,400000
4,3,0,0,20,0,1,1,2,0,91,152,36,300000
4,3,0,0,18,0,1,1,1,1,76,163,17,200000
4,2,0,0,20,0,1,1,1,1,84,186,65,600000
4,2,0,0,20,0,0,1,2,0,86,162,55,500000
4,3,0,0,18,0,1,1,2,1,65,169,29,300000
4,3,0,0,20,0,1,1,1,0,70,168,29,300000
4,3,0,0,20,0,1,1,1,0,50,184,49,500000
4,3,0,0,20,0,0,2,2,1,89,154,46,800000
4,3,0,0,20,0,1,2,1,1,68,177,37,700000
4,3,0,0,18,0,1,2,1,1,49,176,67,1200000
4,3,0,0,20,0,0,2,2,1,56,171,43,800000
4,3,0,0,20,0,1,2,2,0,72,158,68,1200000
4,3,0,0,20,0,1,2,1,1,87,166,23,400000
4,3,0,0,19,0,0,2,1,0,109,165,35,600000
4,2,0,0,20,0,0,2,2,0,67,178,45,800000
4,2,0,0,20,0,1,2,1,0,49,162,52,900000
4,3,0,0,20,0,1,2,2,1,92,155,62,1100000
4,3,0,0,19,0,1,2,2,0,107,184,46,800000
4,3,0,0,18,0,0,2,1,0,85,153,33,600000
4,1,0,0,20,0,0,3,1,0,85,168,47,1200000
4,1,0,0,19,0,1,3,2,0,73,188,68,1700000
4,3,0,0,19,0,1,3,1,0,67,161,30,800000
4,1,0,0,20,0,1,3,2,1,110,190,45,1200000
4,3,0,0,19,0,1,3,2,1,92,183,64,1600000
4,3,0,0,20,0,0,3,1,1,46,156,15,400000
4,3,0,0,20,0,0,3,1,1,61,152,44,1100000
4,3,0,0,20,0,1,3,1,1,73,179,25,700000
4,1,0,0,19,0,1,3,1,0,54,164,33,900000
4,3,0,0,19,0,1,3,1,0,91,170,29,800000
4,3,0,0,20,0,0,3,2,1,91,157,54,1400000
4,2,0,0,20,0,0,3,1,0,107,189,33,900000
4,3,0,0,20,0,0,4,2,0,89,172,46,1600000
4,3,0,0,20,0,0,4,2,0,95,171,60,2100000
4,3,0,0,20,0,0,4,2,1,78,180,24,800000
4,3,0,0,20,0,0,4,1,1,98,156,47,1600000
4,1,0,0,20,0,1,4,2,0,89,156,28,1000000
4,3,0,0,20,0,1,4,2,1,50,181,58,2000000
4,3,0,0,20,0,1,4,1,0,69,160,20,700000
4,3,0,0,19,0,1,4,1,0,93,181,61,2100000
4,3,0,0,20,0,1,4,2,1,66,155,48,1600000
4,3,0,0,20,0,0,4,2,0,99,150,38,1300000
4,1,0,0,20,0,0,5,1,1,91,160,65,2800000
4,3,0,0,19,0,1,5,2,0,102,171,22,1000000
4,3,0,0,20,0,0,5,1,1,70,151,23,1000000
4,3,0,0,20,0,0,5,2,0,79,175,22,1000000
4,3,0,0,20,0,1,5,1,1,65,151,47,2000000
4,3,0,0,18,0,0,5,1,1,72,181,56,2400000
4,3,0,0,18,0,0,5,1,1,61,190,69,2900000
4,3,0,0,20,0,1,5,1,1,84,168,44,1900000
4,2,0,0,18,0,1,5,1,0,47,173,53,2300000
4,2,0,0,18,0,0,5,1,1,94,172,61,2600000
4,2,0,0,19,0,1,5,2,1,95,160,15,700000
4,2,0,0,20,0,1,6,2,0,93,177,61,3100000
4,3,0,0,20,0,0,6,1,0,106,150,28,1400000
4,3,0,0,20,0,1,6,1,0,101,151,24,1200000
4,3,0,0,20,0,0,6,1,0,68,187,51,2600000
4,3,0,0,19,0,1,6,1,1,68,158,23,1200000
4,3,0,0,20,0,0,6,1,1,47,179,33,1700000
4,3,0,0,18,0,0,6,1,0,59,151,49,2500000
4,3,0,0,18,0,0,6,2,0,48,152,18,900000
4,2,0,0,20,0,1,6,2,0,70,176,36,1800000
4,3,0,0,20,0,1,7,2,0,82,190,45,2700000
4,2,0,0,20,0,0,7,2,1,92,168,25,1500000
4,3,0,0,20,0,1,7,2,0,66,183,55,3300000
4,3,0,0,19,0,1,7,1,0,106,157,51,3000000
4,3,0,0,18,0,0,7,2,0,77,154,27,1600000
4,2,0,0,20,0,0,7,2,0,91,174,68,4000000
4,3,0,0,20,0,0,7,2,0,55,183,51,3000000
4,2,0,0,20,0,1,7,2,0,94,176,60,3500000
4,3,0,0,19,0,0,8,1,0,60,150,58,3900000
4,2,0,0,20,0,0,8,2,1,88,150,69,4600000
4,3,0,0,20,0,0,8,2,1,106,168,16,1100000
4,3,0,0,20,0,1,8,2,1,86,176,20,1400000
4,3,0,0,20,0,1,8,2,1,72,164,67,4500000
4,3,0,0,20,0,0,8,1,1,93,181,55,3700000
4,3,0,0,20,0,1,8,1,0,94,177,46,3100000
4,3,0,0,20,0,0,8,1,0,70,153,26,1800000
4,3,0,0,20,0,1,8,2,0,77,173,25,1700000
4,3,0,0,19,0,1,8,2,1,95,189,34,2300000
4,3,0,0,20,0,0,9,1,0,95,181,62,4700000
4,3,0,0,18,0,0,9,1,1,81,190,65,4900000
4,3,0,0,20,0,0,9,2,1,55,168,57,4300000
4,3,0,0,20,0,0,11,2,1,87,164,34,3200000
4,2,0,0,20,0,0,11,1,0,99,185,20,1900000
4,3,0,0,19,0,0,11,1,0,54,154,36,3300000
4,2,0,0,19,0,1,11,2,0,80,150,65,6000000
4,3,0,0,20,0,1,14,2,0,72,170,65,7600000
4,3,0,0,19,0,0,15,1,0,92,187,23,2900000
4,3,0,0,19,0,1,16,2,1,67,188,44,5900000
4,2,0,0,20,0,0,18,1,0,51,163,60,9000000
4,3,0,0,18,0,1,20,1,1,101,174,27,4500000
4,2,0,0,20,0,1,21,2,1,101,157,54,9500000
4,3,0,0,20,0,1,21,1,0,46,167,37,6500000
4,3,0,0,19,0,0,22,2,1,95,150,65,12000000
4,3,0,0,20,0,1,24,1,1,78,152,61,12200000
4,3,0,0,18,0,0,25,1,0,60,169,47,9800000
4,1,0,0,18,0,1,25,1,0,68,175,37,7800000
4,3,0,0,20,0,1,25,2,1,103,162,23,4800000
4,1,0,0,20,0,1,26,2,0,63,182,32,7000000
4,3,0,0,18,0,0,27,1,0,74,187,19,4300000
4,3,0,0,20,0,0,27,1,1,53,186,48,10800000
4,1,0,0,18,0,1,27,2,1,79,187,20,4500000
4,3,0,0,20,0,0,28,2,1,76,172,70,16400000
4,3,0,0,20,0,1,28,1,1,46,178,34,8000000
4,1,0,0,20,0,0,31,1,0,88,185,16,4200000
4,3,0,0,20,0,1,31,1,1,93,170,57,14800000
4,3,0,0,20,0,0,32,2,1,77,178,25,6700000
4,3,0,0,18,0,0,34,1,0,72,168,21,6000000
4,3,0,0,19,0,1,36,2,0,101,185,65,19500000
4,3,0,0,20,0,0,36,1,1,84,161,49,14700000
4,3,0,0,20,0,0,36,2,0,108,163,23,6900000
4,2,0,0,20,0,1,37,2,1,107,189,53,16400000
4,2,0,0,20,0,0,38,2,1,86,184,64,20300000
4,1,0,0,20,0,0,39,1,1,79,150,45,14700000
4,1,0,0,19,0,1,39,2,1,108,178,70,22800000
4,1,0,0,20,0,0,42,1,0,96,151,40,14000000
4,3,0,0,20,0,0,42,2,1,74,159,20,7000000
4,3,0,0,20,0,0,43,2,0,101,176,22,7900000
4,3,0,0,20,0,1,44,1,0,53,161,32,11800000
4,3,0,0,20,0,0,44,2,0,103,185,41,15100000
4,1,0,0,20,0,0,47,2,1,64,182,17,6700000
4,1,0,0,18,0,0,47,2,1,94,169,30,11800000
4,3,0,0,20,0,1,49,2,1,86,176,37,15200000
4,3,0,0,20,0,0,50,2,1,81,189,28,11700000
4,3,0,0,19,0,0,50,2,0,104,169,25,10500000
4,3,0,0,18,0,1,50,1,1,60,167,29,12100000
4,1,0,0,20,0,0,50,2,0,76,152,56,23400000
4,3,0,0,20,0,0,52,1,0,103,169,35,15200000
4,3,0,0,20,0,1,54,2,0,102,154,51,23000000
4,3,0,0,19,0,1,55,2,0,80,188,53,24300000
4,3,0,0,18,0,0,55,2,0,82,169,68,31200000
4,3,0,0,20,0,0,57,2,0,56,187,50,23800000
4,3,0,0,20,0,1,58,1,1,83,151,28,13600000
4,3,0,0,19,0,0,58,1,1,97,183,38,18400000
4,2,0,0,20,0,1,59,1,1,95,164,69,34000000
4,1,0,0,20,0,1,62,2,1,47,154,20,10400000
4,3,0,0,20,0,1,62,2,0,60,180,70,36200000
4,3,0,0,20,0,0,62,2,1,87,177,54,27900000
4,3,0,0,18,0,0,64,1,1,64,168,51,27300000
4,2,0,0,20,0,1,65,2,1,74,150,40,21700000
4,3,0,0,20,0,0,65,2,0,110,172,37,20100000
4,3,0,0,18,0,1,65,1,0,91,182,43,23300000
4,3,0,0,20,0,0,68,2,0,63,173,65,36900000
4,2,0,0,18,0,0,69,2,1,56,185,55,31700000
4,3,0,0,20,0,0,70,1,0,50,150,53,31000000
4,2,0,0,20,0,1,71,1,0,77,171,53,31400000
4,3,0,0,20,0,1,71,2,1,51,168,45,26700000
4,3,0,0,18,0,0,72,1,0,48,156,23,13800000
4,3,0,0,20,0,0,73,1,1,57,166,33,20100000
4,3,0,0,20,0,0,74,1,1,105,168,36,22200000
4,3,0,0,19,0,0,74,1,0,83,186,24,14800000
4,1,0,0,20,0,1,75,2,0,103,150,67,41900000
4,1,0,0,19,0,1,75,1,0,50,184,69,43200000
4,1,0,0,20,0,0,75,1,1,51,154,37,23200000
4,3,0,0,19,0,0,75,2,1,96,183,20,12500000
4,2,0,0,19,0,1,76,1,1,52,172,66,41800000
4,2,0,0,20,0,1,76,1,1,64,165,45,28500000
4,1,0,0,20,0,0,76,2,1,61,160,41,26000000
4,3,0,0,19,0,1,77,1,1,62,181,34,21900000
4,3,0,0,19,0,1,78,1,1,99,160,37,24100000
4,3,0,0,19,0,1,79,2,1,61,173,24,15800000
4,3,0,0,18,0,0,79,2,1,55,174,52,34300000
4,3,0,0,18,0,0,79,2,1,104,190,53,34900000
4,3,0,0,18,0,1,80,1,0,85,187,59,39400000
4,1,0,0,18,0,1,80,1,1,45,167,34,22700000
4,3,0,0,20,0,1,82,2,1,50,181,58,39700000
4,3,0,0,20,0,1,82,2,0,67,164,19,13000000
4,2,0,0,19,0,1,86,2,0,87,174,20,14400000
4,3,0,0,18,0,1,86,1,1,86,150,34,24400000
4,3,0,0,20,0,0,86,1,1,89,182,29,20800000
4,3,0,0,20,0,0,87,2,1,79,172,41,29800000
4,3,0,0,20,0,0,87,1,0,61,171,54,39200000
4,3,0,0,19,0,0,89,1,0,86,182,70,52000000
4,1,0,0,20,0,0,89,1,1,45,171,34,25300000
4,2,0,0,20,0,1,89,2,1,78,159,48,35600000
4,3,0,0,19,0,0,91,2,0,75,176,16,12200000
4,3,0,0,20,0,0,92,1,0,46,167,70,53700000
4,3,0,0,20,0,0,96,1,0,98,168,34,27200000
4,3,0,0,20,0,0,96,1,1,94,155,18,14400000
4,3,0,0,20,0,1,97,2,0,110,165,67,54200000
4,3,0,0,20,0,0,97,1,1,105,158,54,43700000
5,3,0,0,21,0,1,1,1,0,81,165,24,200000
5,3,0,0,21,0,0,1,2,0,85,171,24,200000
5,2,1,8,28,1,1,1,1,0,60,151,25,300000
5,3,2,"18,17",41,1,0,1,1,1,77,186,22,200000
5,2,0,0,45,0,1,1,2,1,67,159,25,300000
5,3,2,"21,16",39,1,1,1,3,0,93,168,24,200000
5,3,1,12,32,1,1,1,3,1,53,174,24,200000
5,3,1,13,31,1,0,1,3,1,63,158,25,300000
5,3,1,14,32,1,1,1,1,0,85,169,23,200000
5,2,1,13,33,1,1,1,3,1,67,160,25,300000
5,3,1,1,26,1,1,1,3,1,100,157,25,300000
5,3,2,"6,7",27,1,0,1,3,1,59,158,25,300000
5,3,2,"17,17",35,1,0,1,3,0,97,182,21,200000
5,3,1,12,36,1,1,1,2,1,64,186,21,200000
5,2,0,0,24,1,1,1,2,1,53,152,21,200000
5,3,1,7,27,1,1,1,2,1,105,161,22,200000
5,3,1,12,35,1,0,1,1,1,79,152,24,200000
5,1,1,12,37,1,0,1,2,0,73,169,25,300000
5,3,1,17,40,1,1,1,2,1,62,161,22,200000
5,3,1,9,27,1,0,1,3,0,68,158,22,200000
5,1,1,6,27,1,0,1,3,1,104,167,23,200000
5,3,2,"8,8",27,1,1,1,1,1,97,184,24,200000
5,3,2,"20,18",41,1,0,1,2,1,75,164,22,200000
5,2,2,"20,25",44,1,0,1,2,1,71,188,21,200000
5,3,1,10,34,1,0,1,2,1,82,190,22,200000
5,3,1,6,27,1,0,1,3,1,101,171,20,200000
5,3,1,26,46,1,1,1,3,0,96,186,25,300000
5,3,0,0,43,0,1,1,2,0,53,184,23,200000
5,3,2,"11,13",33,1,0,1,2,0,85,175,21,200000
5,3,1,7,29,1,0,1,3,1,89,176,24,200000
5,3,0,0,21,0,0,1,1,0,61,151,20,200000
5,3,0,0,24,1,0,1,3,1,106,157,22,200000
5,3,2,"9,8",33,1,1,1,3,1,60,170,24,200000
5,3,1,9,33,1,0,1,2,0,81,168,23,200000
5,3,1,24,45,1,0,1,1,1,67,158,22,200000
5,3,1,14,36,1,0,1,1,1,96,157,21,200000
5,3,1,6,27,1,0,1,1,0,51,185,20,200000
5,3,1,19,38,1,0,1,1,1,86,165,20,200000
5,1,2,"9,7",31,1,0,1,1,0,71,183,21,200000
5,3,0,0,23,0,0,1,2,1,98,154,25,300000
5,3,2,"7,13",32,1,0,1,2,1,74,170,24,200000
5,2,2,"5,8",29,1,1,1,1,1,63,151,20,200000
5,3,1,9,27,1,1,1,2,1,83,162,21,200000
5,3,0,0,22,1,0,1,2,1,56,187,23,200000
5,3,1,28,47,1,0,1,2,1,52,190,22,200000
5,2,1,4,27,1,0,1,2,0,89,171,25,300000
5,3,2,"7,7",27,1,0,1,1,1,92,180,25,300000
5,3,1,9,32,1,1,1,2,1,62,183,21,200000
5,3,2,"10,8",28,1,0,1,3,0,99,152,23,200000
5,1,0,0,54,0,0,1,3,0,78,164,22,200000
5,3,2,"16,12",35,1,0,1,1,0,105,160,20,200000
5,3,2,"9,12",33,1,0,1,3,0,90,189,24,200000
5,2,1,6,27,1,1,1,1,0,70,154,25,300000
5,1,1,8,29,1,1,1,3,1,93,175,25,300000
5,3,2,"13,14",33,1,1,1,3,1,88,168,22,200000
5,3,1,20,44,1,0,1,2,1,92,170,21,200000
5,3,2,"11,6",30,1,1,1,2,1,58,180,21,200000
5,3,2,"9,4",27,1,1,1,1,0,101,171,20,200000
5,3,0,0,22,1,0,1,2,1,81,184,20,200000
5,3,1,8,27,1,0,1,3,0,102,178,24,200000
5,3,2,"6,2",27,1,0,1,1,0,61,152,20,200000
5,3,2,"19,16",37,1,0,1,2,0,65,165,25,300000
5,2,0,0,22,1,0,1,2,0,67,158,21,200000
5,3,2,"3,5",27,1,1,1,1,0,93,186,23,200000
5,3,1,9,34,1,1,1,1,0,51,175,24,200000
5,3,2,"8,7",27,1,1,1,1,1,84,176,25,300000
5,2,1,2,27,1,0,1,3,0,84,151,25,300000
5,3,0,0,23,1,1,1,1,1,100,180,22,200000
5,1,2,"2,2",27,1,0,1,3,1,100,175,21,200000
5,2,1,4,27,1,1,1,1,0,101,172,24,200000
5,1,1,12,34,1,1,1,1,0,110,166,20,200000
5,3,2,"12,11",32,1,0,1,2,0,62,172,24,200000
5,3,1,17,37,1,1,1,3,0,107,164,24,200000
5,1,2,"5,12",30,1,0,1,2,1,90,189,23,200000
5,3,2,"9,9",27,1,0,1,2,0,61,153,21,200000
5,3,2,"11,15",36,1,1,1,2,1,50,183,24,200000
5,2,2,"3,7",26,1,0,1,1,0,101,177,24,200000
5,3,2,"20,18",39,1,0,1,2,0,91,187,20,200000
5,3,2,"3,6",27,1,1,1,3,1,58,157,25,300000
5,3,2,"16,18",37,1,1,1,1,0,60,185,25,300000
5,3,2,"14,18",38,1,1,1,2,1,69,165,21,200000
5,2,1,5,27,1,0,1,3,0,103,180,20,200000
5,3,1,4,27,1,1,1,1,0,94,171,20,200000
5,3,1,8,27,1,0,1,2,0,71,180,24,200000
5,3,2,"3,9",27,1,1,1,1,1,60,190,24,200000
5,3,2,"26,29",49,1,0,1,3,1,92,190,22,200000
5,3,0,0,43,0,0,1,1,0,102,161,22,200000
5,1,1,13,37,1,1,1,1,1,60,184,25,300000
5,3,2,"12,12",32,1,1,1,1,1,45,151,22,200000
5,1,2,"4,2",27,1,0,1,3,0,46,182,21,200000
5,3,2,"9,5",27,1,1,1,3,0,72,181,22,200000
5,3,1,2,27,1,1,1,3,1,58,184,23,200000
5,3,2,"7,3",27,1,0,1,2,1,59,150,20,200000
5,3,2,"15,13",36,1,1,1,3,0,66,155,25,300000
5,3,1,7,27,1,0,1,1,0,102,155,25,300000
5,3,1,7,31,1,0,1,1,1,87,179,21,200000
5,1,1,12,32,1,1,1,3,1,47,168,25,300000
5,2,2,"17,22",41,1,1,1,2,0,109,154,22,200000
5,3,2,"6,6",26,1,0,1,2,0,109,151,21,200000
5,3,2,"20,18",39,1,1,1,3,1,100,156,20,200000
5,3,1,8,33,1,1,1,2,0,67,187,25,300000
5,1,1,18,37,1,0,1,3,0,108,183,20,200000
